n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
18	6.55556	4.38889	34.5556	24.6111	118	79	622	443	94	0.294118	0.216667	31	1.82353	11	19	11	19	6	1	0	7.392	31.3333	88.4889	-3.3309	48	107.667	64.6667	73.7778	296.4	-3.46571	34	34	34	149	117	2.82353	3	1.52941	1	5	2.41176	1	3	1.64706	1	5	2.82353	1	2	0.822549	0.25	1	0.612745	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.83333	2.58333	16.8333	8.41667	58	31	202	101	37	0.181818	0.177778	20	1.81818	3	11	3	11	5	1	0	2.01748	12.3333	22.9556	-2.57417	27	47.6667	28.5	34.6389	68.4667	-2.49765	18	18	18	63	45	2.45455	2	1.18182	1	5	2.27273	1	2	1.27273	1	5	2.45455	1	2	0.768182	0.2	1	0.601515	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.16667	1.91667	10.8333	4.41667	50	23	130	53	41	0.545455	0.0888889	24	2.18182	0	13	0	8	6	1	0	0.700772	13.6667	25.5333	-2.70464	21	47.6667	27.8333	33.4167	63.8444	-3.33739	16	16	16	63	45	1.90909	2	1.36364	1	3	1.63636	1	3	1.63636	1	3	1.90909	1	3	1.15152	0.5	1	0.772727	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	4.625	2.0625	13.875	5.0625	74	33	222	81	83	0.533333	0.0879121	41	2.73333	10	17	0	17	8	1	0	3.46964	27.6667	67.3778	-3.37053	35	85	43.3333	54.9167	168.867	-3.84767	22	22	22	114	73	2.33333	2	1.46667	1	4	1.8	1	3	1.8	1	4	2.33333	1	3	1.18889	0.5	1	0.711111	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.73333	3.2	27.8667	15.7333	86	48	418	236	62	0.428571	0.205128	32	2.28571	8	16	8	16	6	3	0	1.68511	20.6667	46.1889	-3.0409	34	74.6667	46.6667	52.0444	153.778	-3.27938	27	27	27	93	81	2.42857	2	1.21429	1	5	2.28571	1	2	1.35714	1	5	2.42857	1	2	0.829762	0.2	1	0.615476	0.2	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
9	4.88889	2.88889	18.4444	10.2222	44	26	166	92	14	0.125	0.333333	14	1.75	8	10	8	10	4	0	0	1.17105	4.66667	6.68889	-1.80439	22	26.6667	21.3333	22.2963	26.4444	-0.907485	13	13	13	36	36	2.75	2	1.125	1	5	2.75	1	2	1.125	1	5	2.75	1	1	0.535417	0.2	1	0.535417	0.2	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
10	4.2	1.9	12	4.5	42	19	120	45	24	0.555556	0.142857	30	3.33333	3	11	5	11	6	0	0	2.06169	8	12.9778	-2.2207	17	33	26.1667	25.5	35.2	-2.6968	12	12	12	45	45	1.88889	1	1	1	4	1.77778	1	2	1.11111	1	4	1.88889	1	2	0.842593	0.25	1	0.675926	0.25	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
35	6	3.42857	25.2571	14.6857	210	120	884	514	490	0.323529	0.0719697	87	2.55882	7	22	22	36	7	13	0	15.7413	163.333	812.9	-5.7287	131	408	159.833	183.714	2226.8	-5.87001	74	74	74	416	313	3.85294	3	1.91176	1	7	3.20588	1	3	2.02941	1	9	3.85294	1	2	0.74888	0.2	1	0.572024	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
10	5.2	3.5	20.4	15.3	52	35	204	153	19	0.222222	0.321429	13	1.44444	5	11	5	11	4	0	0	3.82238	6.33333	10.3222	-1.97127	25	33	25	27	38.8667	-1.28322	15	15	15	45	41	2.77778	2	1.11111	1	4	2.66667	1	2	1.11111	1	5	2.77778	1	1	0.518519	0.25	1	0.507407	0.25	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
18	5.44444	2.83333	20.8889	9.61111	98	51	376	173	104	0.529412	0.133333	57	3.35294	7	8	7	19	7	1	0	3.68127	34.6667	94.5667	-3.56486	49	107.667	71	70.0741	266.844	-3.59139	29	29	29	151	141	2.88235	2	1.70588	1	4	2.11765	1	4	2.23529	1	5	2.88235	1	4	1.32353	0.5	1	0.665686	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.16667	1.75	11.3333	3.91667	50	21	136	47	41	0.454545	0.0888889	38	3.45455	1	13	6	13	8	0	1	2.56818	13.6667	25.5444	-2.50619	21	47.6667	32.8333	34.3611	63.8444	-3.33739	14	14	14	66	57	1.90909	2	1.27273	1	3	1.81818	1	2	1.36364	1	3	1.90909	1	2	0.863636	0.333333	1	0.727273	0.333333	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0
10	4.2	2.1	11.4	5.1	42	21	114	51	24	0.333333	0.142857	21	2.33333	4	6	4	6	5	0	0	2.02273	8	12.6667	-2.24781	15	33	25	25.2667	35.2	-3.0339	13	13	13	45	45	1.66667	1	1	1	3	1.66667	1	1	1	1	3	1.66667	1	1	0.703704	0.333333	1	0.703704	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
25	5.36	2.64	19.2	8.16	134	66	480	204	233	0.583333	0.0790514	84	3.5	3	7	3	26	9	3	0	5.40877	77.6667	285.144	-4.59941	55	208	101.333	114.96	739.267	-5.62718	42	42	48	273	194	2.29167	2	1.45833	1	4	1.95833	1	4	1.79167	1	4	2.29167	1	3	1.07639	0.333333	1	0.708333	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
9	4.22222	2.22222	12.4444	6.22222	38	20	112	56	17	0.25	0.190476	14	1.75	1	8	8	10	5	0	0	0.875598	5.66667	7.94444	-2.01046	20	26.6667	19	21.2593	24.7778	-1.3393	11	11	11	36	31	2.5	2	1.25	1	4	2.25	1	2	1.375	1	4	2.5	1	2	0.822917	0.25	1	0.59375	0.25	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
12	4.33333	2.08333	11.8333	4.91667	52	25	142	59	40	0.454545	0.111111	23	2.09091	1	13	1	13	6	0	1	4.48285	13.3333	24.8889	-2.47217	26	47.6667	28.3333	34.3333	65	-2.68742	16	16	16	66	46	2.36364	2	1.45455	1	4	2.09091	1	3	1.54545	1	4	2.36364	1	1.5	0.818182	0.333333	1	0.69697	0.333333	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
16	4.375	1.9375	12	4.6875	70	31	192	75	85	0.333333	0.0659341	39	2.6	9	10	9	17	9	1	1	7.80759	28.3333	68.7778	-3.29586	45	85	43	54.2083	164.333	-3.12031	21	21	21	114	72	3	4	1.86667	1	6	2.66667	1	4	1.86667	1	7	3	1	1	0.778889	0.5	1	0.734444	0.428571	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
24	4.91667	2.20833	15.9167	6.20833	118	53	382	149	217	0.521739	0.0606061	80	3.47826	10	25	11	25	10	6	0	7.46136	72.3333	252.544	-4.55166	61	191.667	91.5	100.958	621.667	-5.24066	39	39	41	222	175	2.65217	2	1.43478	1	5	2.30435	1	3	1.65217	1	5	2.65217	1	3	0.941304	0.25	1	0.62971	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	4.95238	2.38095	16.1905	6.95238	104	50	340	146	158	0.4	0.0760234	57	2.85	0	22	0	22	8	4	0	6.37915	52.6667	162.8	-4.1277	52	146.667	67.5	85.4603	411.644	-4.66591	34	34	34	185	118	2.6	3	1.65	1	4	2.1	1	3	1.75	1	6	2.6	1	2	0.929167	0.333333	1	0.6925	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	5.5	3.25	23.8333	13.4167	66	39	286	161	33	0.454545	0.266667	26	2.36364	4	11	11	13	5	0	0	3.8612	11	21.1111	-2.39407	34	47.6667	36.5	36.8056	73.0889	-1.59859	19	19	19	66	66	3.09091	2	1.09091	1	6	2.72727	1	3	1.36364	1	6	3.09091	1	3	0.859091	0.166667	1	0.471212	0.166667	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
29	5.86207	3.37931	23.6552	14	170	98	686	406	321	0.321429	0.0854701	78	2.78571	16	30	16	30	10	3	1	10.8206	107	453.978	-4.97495	88	280	127	153.011	1231	-5.47233	51	51	51	382	252	3.14286	2	1.71429	1	6	2.82143	1	3	1.82143	1	6	3.14286	1	2	0.775595	0.25	1	0.617262	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
18	4.88889	2.61111	16.2222	9.61111	88	47	292	173	109	0.529412	0.0916667	35	2.05882	3	11	3	19	7	5	0	2.22729	36.3333	94.9778	-3.72816	35	107.667	54.6667	64.1481	252.067	-4.57696	30	30	30	121	95	2.05882	2	1.35294	1	3	1.64706	1	3	1.70588	1	4	2.05882	1	3	1.16667	0.5	1	0.72549	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	5.23077	2.76923	21.6923	11.0769	68	36	282	144	44	0.5	0.2	28	2.33333	6	14	6	14	6	1	0	0.932774	14.6667	30.0444	-2.67577	23	56	36.6667	40.8718	92.4	-3.43303	20	20	20	75	64	1.91667	2	1.25	1	4	1.83333	1	2	1.33333	1	4	1.91667	1	2	0.895833	0.25	1	0.770833	0.25	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
15	4.4	2	12.2667	4.93333	66	30	184	74	72	0.642857	0.0769231	37	2.64286	5	16	5	16	8	1	0	1.35736	24	53.9111	-3.26868	23	74.6667	42.8333	48.3556	134.222	-4.45962	20	20	20	100	78	1.64286	2	1.14286	1	2	1.35714	1	2	1.35714	1	3	1.64286	1	2	1.10714	0.5	1	0.761905	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
26	6.23077	3.57692	28.9231	15.7308	162	93	752	409	244	0.24	0.115942	75	3	12	27	12	15	8	2	0	14.7238	81.3333	313.133	-4.59625	68	225	120.333	130.436	909.6	-5.20564	48	48	48	307	247	2.72	2	1.2	1	6	2.64	1	2	1.2	1	6	2.72	1	1	0.584667	0.166667	1	0.564667	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.66667	2.26667	15.0667	6.93333	70	34	226	104	70	0.428571	0.102564	39	2.78571	10	16	8	16	8	2	0	2.41392	23.3333	52.5667	-3.21826	30	74.6667	48.5	49.4222	138.133	-3.80044	22	22	22	99	93	2.14286	2	1.14286	1	4	2	1	2	1.14286	1	5	2.14286	1	1	0.696429	0.25	1	0.677381	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	4.8	2.4	15.8667	7.33333	72	36	238	110	69	0.357143	0.115385	35	2.5	5	13	13	16	7	2	4	4.97677	23	52.0333	-2.63398	46	74.6667	45.5	49.4222	140.089	-2.42201	23	23	23	97	84	3.28571	3	1.57143	1	5	3	1	3	1.64286	1	6	3.28571	1	1	0.635714	0.25	1	0.586905	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
13	4.30769	2.15385	12	6.46154	56	28	156	84	50	0.583333	0.0909091	29	2.41667	6	8	6	14	7	1	0	1.84186	16.6667	33.3	-2.8882	20	56	35.1667	38.8205	84	-3.92792	17	17	17	76	62	1.66667	2	1.08333	1	2	1.33333	1	2	1.33333	1	3	1.66667	1	2	1.125	0.5	1	0.722222	0.5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
6	5	4.16667	21.6667	20.8333	30	25	130	125	0	0	1	5	1	5	7	5	7	2	0	0	0	0	0	-nan	15	11.6667	11.6667	11.6667	6.22222	1.33631	9	9	9	15	15	3	1	1	1	5	3	1	1	1	1	5	3	1	1	0.456667	0.2	1	0.456667	0.2	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0
7	3.42857	1.42857	7.71429	2.57143	24	10	54	18	9	0.333333	0.1	11	1.83333	2	4	4	8	5	0	0	0	3	3.38889	-1.62964	8	16	11.5	13.3333	9.6	-2.58199	7	7	7	21	17	1.33333	1	1	1	2	1.33333	1	1	1	1	2	1.33333	1	1	0.833333	0.5	1	0.833333	0.5	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
8	4.25	2.375	13	6.875	34	19	104	55	11	0.285714	0.266667	11	1.57143	3	9	3	6	4	0	0	0.454545	3.66667	4.78889	-1.67554	11	21	15.6667	17.6667	16.6	-2.4544	10	10	10	28	24	1.57143	1	1	1	3	1.57143	1	1	1	1	3	1.57143	1	1	0.761905	0.333333	1	0.761905	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
13	4.30769	2	11.5385	4.61538	56	26	150	60	50	0.333333	0.0909091	30	2.5	5	8	5	14	7	0	0	2.59772	16.6667	33.2	-2.89254	22	56	34.6667	39.0769	84	-3.7097	17	17	17	78	62	1.83333	2	1.25	1	3	1.75	1	2	1.33333	1	3	1.83333	1	2	0.875	0.333333	1	0.75	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
7	3.71429	2	9.42857	5.14286	26	14	66	36	8	0.333333	0.2	9	1.5	3	8	3	8	4	0	0	0.75	2.66667	3	-1.5396	9	16	12.1667	13.619	9.86667	-2.2285	8	8	8	21	18	1.5	1	1	1	2	1.33333	1	2	1.16667	1	2	1.5	1	2	1	0.5	1	0.75	0.5	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
17	5.76471	3.52941	24.8235	15.7647	98	60	422	268	87	0.3125	0.171429	33	2.0625	9	18	9	18	6	2	0	4.77876	29	73.2889	-3.3875	36	96	60.8333	63.6863	229.8	-3.958	30	30	30	128	117	2.25	2	1.1875	1	4	1.9375	1	2	1.3125	1	4	2.25	1	2	0.848958	0.25	1	0.609375	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
32	5.5625	3.03125	20.6875	11.6562	178	97	662	373	407	0.258065	0.0643678	103	3.32258	2	21	2	21	11	3	2	14.8528	135.667	627.844	-5.33454	102	341	152.667	179.229	1618.47	-5.94081	54	54	54	468	314	3.29032	3	1.64516	1	6	3.16129	1	3	1.64516	1	6	3.29032	1	1	0.597312	0.2	1	0.573118	0.2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
20	5.4	2.85	20.8	10.25	108	57	416	205	136	0.473684	0.111111	46	2.42105	6	21	6	21	8	4	0	5.73461	45.3333	139.933	-3.83228	40	133	59.1667	79.5167	370.067	-4.8344	35	35	35	166	94	2.10526	2	1.21053	1	4	1.94737	1	3	1.36842	1	4	2.10526	1	2	0.877193	0.25	1	0.675439	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	5.33333	2.79167	19.1667	9.45833	128	67	460	227	212	0.391304	0.0822511	78	3.3913	11	25	11	25	8	4	0	7.05989	70.6667	248.467	-4.48312	48	191.667	104.833	106.319	649.444	-5.63748	41	41	41	241	214	2.08696	2	1.17391	1	3	1.69565	1	3	1.3913	1	4	2.08696	1	3	1.00725	0.333333	1	0.644928	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	4.90909	2.54545	17.6364	8	54	28	194	88	28	0.4	0.222222	22	2.2	7	12	7	12	4	1	0	0	9.33333	15.5333	-2.36812	22	40	28.6667	30.4242	51.8667	-2.49936	17	17	18	52	49	2.2	2	1.2	1	4	2.1	1	2	1.2	1	4	2.2	1	1	0.691667	0.25	1	0.675	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	5	2.40909	15.8182	6.40909	110	53	348	141	176	0.47619	0.0736842	61	2.90476	1	9	12	23	9	2	0	3.55633	58.6667	189.656	-4.25999	41	161	75.3333	94.4545	478.4	-5.48638	34	34	34	223	139	1.95238	2	1.33333	1	3	1.7619	1	2	1.42857	1	3	1.95238	1	2	0.920635	0.333333	1	0.746032	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	5.05263	2.42105	18	7.89474	96	46	342	150	123	0.444444	0.0955882	56	3.11111	10	20	10	20	8	3	0	3.37546	41	117.356	-3.7847	42	120	65.3333	73.3333	304	-4.47361	30	30	32	153	121	2.33333	2	1.27778	1	5	2.22222	1	2	1.33333	1	5	2.33333	1	2	0.758333	0.25	1	0.665741	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	4.83333	2.125	15.1667	5.70833	116	51	364	137	218	0.608696	0.0562771	83	3.6087	0	25	5	25	10	4	0	4.08807	72.6667	255.622	-4.54502	55	191.667	84.6667	103.833	616.111	-5.50596	37	37	37	239	154	2.3913	3	1.69565	1	4	1.91304	1	3	2.04348	1	4	2.3913	1	3	1.18841	0.5	1	0.764493	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
16	5.125	2.9375	18	11.0625	82	47	288	177	79	0.4	0.131868	27	1.8	0	8	8	17	5	4	0	2.94393	26.3333	62.9222	-3.31974	36	85	45	54.25	177.933	-3.67339	28	28	28	98	70	2.4	2	1.4	1	3	2	1	2	1.53333	1	4	2.4	1	2	0.911111	0.333333	1	0.644444	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
18	5.77778	3.27778	26.5556	14.9444	104	59	478	269	101	0.176471	0.158333	37	2.17647	1	19	14	19	6	3	0	5.61278	33.6667	88.6444	-3.57581	55	107.667	59	69.5185	275.711	-3.17182	33	33	33	141	105	3.23529	3	1.41176	1	6	3	1	3	1.47059	1	6	3.23529	1	2	0.667647	0.166667	1	0.535294	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
9	4.22222	2.44444	12.4444	8.22222	38	22	112	74	17	0.375	0.190476	12	1.5	1	10	1	10	4	1	0	0.796053	5.66667	7.76667	-2.03334	19	26.6667	18.6667	21.037	24.7778	-1.54019	12	12	12	34	28	2.375	2	1.25	1	3	1.625	1	3	1.75	1	4	2.375	1	3	1.29167	0.333333	1	0.604167	0.333333	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
20	5	2.45	16.6	7.25	100	49	332	145	140	0.368421	0.0849673	78	4.10526	10	21	10	21	8	3	0	5.48151	46.6667	136.756	-3.99056	39	133	86.1667	78.25	355.133	-4.98807	32	32	32	173	173	2.05263	2	1.15789	1	4	1.89474	1	2	1.21053	1	4	2.05263	1	2	0.776316	0.25	1	0.671053	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	4.90909	3.09091	17.6364	12.9091	54	34	194	142	28	0.6	0.222222	16	1.6	1	8	1	12	5	0	0	0.85181	9.33333	15.9556	-2.33658	26	40	28	30.7879	51.8667	-1.94394	16	16	16	55	47	2.6	2	1.2	1	3	1.4	1	4	2.2	1	6	2.6	1	4	1.68333	0.5	1	0.631667	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
29	5.24138	2.55172	17.6552	7.37931	152	74	512	214	330	0.321429	0.0598291	97	3.46429	7	17	17	30	9	9	0	10.279	110	459.078	-5.13393	63	280	127.167	137.402	1156	-6.38235	53	53	53	306	257	2.25	2	1.32143	1	4	2.07143	1	2	1.39286	1	5	2.25	1	2	0.791667	0.333333	1	0.663095	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
36	5.38889	2.69444	18.9444	8.63889	194	97	682	311	533	0.371429	0.0499109	125	3.57143	11	37	11	37	10	12	3	14.9189	177.667	910.689	-5.78795	86	431.667	168	195.963	2283.31	-7.23394	68	68	73	486	336	2.45714	3	1.51429	1	5	2.17143	1	3	1.62857	1	6	2.45714	1	2	0.869524	0.25	1	0.674286	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
12	4.16667	1.75	10.8333	3.41667	50	21	130	41	41	0.545455	0.0888889	40	3.63636	4	5	5	13	7	0	0	1.07083	13.6667	25.3556	-2.7141	17	47.6667	35.8333	34.0278	63.8444	-3.838	15	15	15	66	66	1.54545	1	1	1	3	1.45455	1	2	1.09091	1	3	1.54545	1	2	0.893939	0.333333	1	0.757576	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
17	4.94118	2.23529	16.7059	6.58824	84	38	284	112	94	0.5625	0.104762	60	3.75	4	18	4	18	8	2	0	3.70352	31.3333	79.9667	-3.5039	39	96	61.3333	61.1373	211.6	-3.91847	26	26	27	128	116	2.4375	3	1.75	1	4	1.875	1	3	2.0625	1	5	2.4375	1	3	1.24479	0.666667	1	0.782292	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	6.70588	4.11765	36.1176	21.0588	114	70	614	358	79	0.25	0.247619	38	2.375	4	18	4	18	4	2	0	5.82233	26.3333	68.9222	-3.17195	52	96	63	67.1765	250.6	-2.77947	34	34	35	128	115	3.25	2	1.4375	1	6	2.3125	1	4	1.9375	1	7	3.25	1	4	1.20208	0.333333	1	0.562649	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.66667	2.25	15.8333	6.91667	56	27	190	83	38	0.454545	0.155556	26	2.36364	1	4	4	13	5	2	0	1.02997	12.6667	22.2556	-2.68499	26	47.6667	32.1667	34.0278	67.3111	-2.64088	18	18	18	60	56	2.36364	2	1.27273	1	2	1.27273	1	4	2.09091	1	5	2.36364	1	4	1.72727	1	1	0.665152	0.25	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
8	3.5	1.375	7.75	2.375	28	11	62	19	14	0.428571	0.0666667	15	2.14286	1	9	1	9	6	0	0	0.954545	4.66667	6.01111	-1.9034	12	21	14.6667	16.75	15.4	-2.29341	8	8	8	28	23	1.71429	2	1.28571	1	3	1.57143	1	2	1.42857	1	3	1.71429	1	2	1.02381	0.5	1	0.809524	0.5	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
