n	second_moment_degree	second_moment_degree_out	third_moment_degree	third_moment_degree_out	sum_squared_degrees	sum_squared_out_degrees	sum_cubed_degrees	sum_cubed_out_degrees	num_pairs_independent_edges	head_initial	hubiness	sum_hierarchical_distance	mean_hierarchical_distance	tree_centre1	tree_centre2	tree_centroid1	tree_centroid2	tree_diameter	caterpillar_distance	num_crossings	predicted_num_crossings	exp_num_crossings	var_num_crossings	z_score_num_crossings	sum_edge_lengths	exp_sum_edge_lengths	exp_sum_edge_lengths_projective	exp_sum_edge_lengths_planar	var_sum_edge_lengths	z_score_sum_edge_lengths	min_sum_edge_lengths	min_sum_edge_lengths_planar	min_sum_edge_lengths_projective	max_sum_edge_lengths_planar	max_sum_edge_lengths_projective	mean_dependency_distance	flux_max_weight	flux_mean_weight	flux_min_weight	flux_max_left_span	flux_mean_left_span	flux_min_left_span	flux_max_right_span	flux_mean_right_span	flux_min_right_span	flux_max_size	flux_mean_size	flux_min_size	flux_max_RL_ratio	flux_mean_RL_ratio	flux_min_RL_ratio	flux_max_WS_ratio	flux_mean_WS_ratio	flux_min_WS_ratio	empty	singleton	bistar	caterpillar	linear	quasistar	spider	two_linear	star	unknown	EC1	planar	projective	WG1	unknown_syntactic_dependency_structure
19	5.26316	2.84211	18.3158	9.15789	100	54	348	174	121	0.222222	0.110294	41	2.27778	9	20	9	20	6	2	0	9.87812	40.3333	114.067	-3.77646	52	120	61.5	73.6491	310.667	-3.85799	30	30	30	161	111	2.88889	2	1.44444	1	5	2.33333	1	3	1.66667	1	6	2.88889	1	3	0.925	0.25	1	0.582407	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
22	6	3.5	25.0909	13.5	132	77	552	297	165	0.190476	0.131579	44	2.09524	4	17	17	23	5	6	0	11.3696	55	179.733	-4.1025	61	161	76.1667	94.2273	529	-4.34783	43	43	43	189	135	2.90476	2	1.28571	1	5	2.61905	1	3	1.42857	1	5	2.90476	1	3	0.75873	0.2	1	0.531746	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.3	2.85	19	9.65	106	57	380	193	137	0.368421	0.104575	47	2.47368	4	15	15	21	7	3	1	3.59416	45.6667	136.189	-3.82748	44	133	67.3333	80.0333	366.333	-4.64999	33	33	33	171	123	2.31579	3	1.47368	1	3	1.78947	1	3	1.78947	1	4	2.31579	1	3	1.14035	0.333333	1	0.701754	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
20	4.9	2.25	15.4	5.75	98	45	308	115	141	0.421053	0.0784314	55	2.89474	1	13	1	21	9	2	0	5.16467	47	139.933	-3.97317	48	133	61.6667	79.3	351.4	-4.53438	30	30	30	176	109	2.52632	3	1.52632	1	5	2	1	3	1.84211	1	5	2.52632	1	3	1.11754	0.4	1	0.708772	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.29412	3.17647	20.5882	14.7059	90	54	350	250	91	0.0625	0.133333	27	1.6875	15	16	16	18	5	5	0	2.70724	30.3333	73.1222	-3.54728	67	96	51.1667	59.8039	219.4	-1.95785	32	32	32	109	81	4.1875	3	1.5625	1	7	4.125	1	3	1.625	1	7	4.1875	1	2	0.549851	0.166667	1	0.456101	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.2	2.8	20.6667	10.9333	78	42	310	164	66	0.214286	0.153846	29	2.07143	2	13	13	16	5	3	0	1.45213	22	47.9778	-3.17616	41	74.6667	43.5	49.7778	145.956	-2.7867	25	25	25	91	75	2.92857	2	1.35714	1	6	2.78571	1	2	1.42857	1	6	2.92857	1	2	0.727381	0.2	1	0.596429	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
11	5.27273	3.45455	20.3636	14.5455	58	38	224	160	26	0.1	0.277778	18	1.8	5	12	5	12	4	0	0	3.65205	8.66667	16.2222	-2.15178	50	40	31	31.7576	53.7333	1.3642	17	17	17	55	55	5	2	1.5	1	8	4.6	1	2	1.5	1	9	5	1	1	0.395238	0.2	1	0.37746	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
31	6.06452	3.54839	26.129	15.6774	188	110	810	486	371	0.133333	0.0862069	68	2.26667	7	22	7	32	7	10	0	18.1485	123.667	545.322	-5.29573	124	320	129	156.194	1542.4	-4.99066	63	63	63	373	244	4.13333	3	1.83333	1	6	3.53333	1	3	1.96667	1	8	4.13333	1	2	0.677222	0.166667	1	0.49996	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	6.76923	5.07692	37.3846	31.3846	88	66	486	408	34	0.0833333	0.381818	18	1.5	12	14	6	14	4	0	0	8.28651	11.3333	25.4889	-2.24482	41	56	44	45.0769	106.4	-1.45419	25	25	25	78	78	3.41667	2	1.08333	1	6	3.41667	1	2	1.08333	1	6	3.41667	1	1	0.427778	0.166667	1	0.427778	0.166667	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
24	5.91667	3.54167	25.1667	15.9583	142	85	604	383	205	0.173913	0.112554	59	2.56522	9	16	9	16	7	4	0	10.5286	68.3333	238.089	-4.42857	73	191.667	108.667	109.583	688.333	-4.52303	44	44	44	242	224	3.17391	3	1.86957	1	5	3	1	3	1.91304	1	5	3.17391	1	2	0.734783	0.25	1	0.643478	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	4.94737	2.31579	16.4211	6.63158	94	44	312	126	124	0.333333	0.0882353	72	4	3	12	12	20	9	1	4	5.73015	41.3333	117.289	-3.44721	44	120	75	73.9649	300.667	-4.38299	28	28	28	164	147	2.44444	2	1.44444	1	4	2.27778	1	2	1.5	1	5	2.44444	1	2	0.800926	0.25	1	0.693519	0.25	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
10	4.8	2.9	16.2	9.9	48	29	162	99	21	0.111111	0.25	16	1.77778	5	11	5	11	4	0	0	2.10866	7	11.2667	-2.08545	37	33	25.5	26.3	37.4	0.65407	14	14	14	45	45	4.11111	2	1.55556	1	6	3.77778	1	2	1.55556	1	7	4.11111	1	1	0.468519	0.25	1	0.444709	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
28	5.85714	3.32143	24	13.3929	164	93	672	375	296	0.259259	0.0892308	58	2.14815	1	29	1	29	6	8	0	13.8251	98.6667	393.333	-4.97497	134	261	103.833	132.75	1103.93	-3.82237	55	55	55	303	186	4.96296	3	2.03704	1	7	3.51852	1	5	2.81481	1	9	4.96296	1	4	1.08598	0.333333	1	0.463757	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.06667	2.93333	17.8667	11.3333	76	44	268	170	67	0.214286	0.141026	27	1.92857	8	16	8	16	6	2	0	6.30993	22.3333	51.2667	-3.11915	41	74.6667	43.5	50.3556	144	-2.80556	24	24	24	99	75	2.92857	2	1.28571	1	5	2.78571	1	2	1.28571	1	5	2.92857	1	1	0.552381	0.25	1	0.533333	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
12	4.33333	2.25	12.3333	6.91667	52	27	148	83	40	0.454545	0.111111	21	1.90909	1	13	1	13	6	1	0	2.11801	13.3333	24.6444	-2.68583	27	47.6667	28.6667	33.6667	65	-2.56338	16	16	16	62	46	2.45455	2	1.36364	1	4	1.81818	1	3	1.90909	1	5	2.45455	1	3	1.20455	0.5	1	0.642424	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.73333	3.6	23.4667	14.9333	86	54	352	224	62	0.357143	0.205128	25	1.78571	1	13	1	16	5	0	0	6.12654	20.6667	48.1556	-2.97815	45	74.6667	46.8333	53.2444	153.778	-2.39233	25	25	25	105	84	3.21429	2	1.35714	1	5	2.35714	1	4	2	1	6	3.21429	1	4	1.23095	0.25	1	0.521429	0.25	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
23	5.21739	2.52174	18.087	7.47826	120	58	416	172	193	0.272727	0.0809524	72	3.27273	14	24	14	24	8	3	0	10.1925	64.3333	215.333	-4.3841	61	176	90	99.2464	562.133	-4.85041	37	37	39	232	177	2.77273	2	1.40909	1	4	2.5	1	2	1.45455	1	5	2.77273	1	2	0.704545	0.25	1	0.59697	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.3	2.75	18.7	8.45	106	55	374	169	137	0.263158	0.104575	50	2.63158	1	7	1	21	7	2	0	7.70271	45.6667	137.778	-3.89054	58	133	66.5	80.4167	366.333	-3.91853	33	33	33	176	122	3.05263	2	1.68421	1	5	2.52632	1	3	1.94737	1	5	3.05263	1	3	0.950877	0.333333	1	0.612281	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	5.42857	3.07143	22.4286	12.0714	76	43	314	169	53	0.307692	0.19697	27	2.07692	12	15	12	15	6	0	0	2.75509	17.6667	38.3222	-2.85384	38	65	41	46.8571	119.667	-2.46818	22	22	22	91	73	2.92308	2	1.38462	1	5	2.53846	1	2	1.46154	1	5	2.92308	1	2	0.752564	0.2	1	0.578205	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
30	6	3.5	26.3333	16.1667	180	105	790	485	345	0.241379	0.0873016	67	2.31034	13	29	13	31	9	6	2	15.7158	115	492.511	-5.09179	110	299.667	124.333	153.867	1385.36	-5.09578	56	56	56	368	238	3.7931	3	1.68966	1	6	3.27586	1	3	1.86207	1	7	3.7931	1	3	0.741379	0.166667	1	0.500657	0.166667	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
22	5.63636	3.22727	21.5455	12.1364	124	71	474	267	169	0.380952	0.110526	48	2.28571	10	23	10	23	6	4	0	10.173	56.3333	180.956	-4.18774	61	161	82.5	93.5909	510.6	-4.42547	40	40	40	207	159	2.90476	2	1.47619	1	5	2	1	4	2.09524	1	5	2.90476	1	4	1.34444	0.4	1	0.592857	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
15	5.6	3.33333	23.4667	13.7333	84	50	352	206	63	0.142857	0.192308	28	2	4	13	13	16	5	2	0	3.88382	21	46.9	-3.06643	43	74.6667	48.3333	51.8222	151.822	-2.57001	26	26	26	99	89	3.07143	2	1.28571	1	6	3.07143	1	2	1.28571	1	6	3.07143	1	1	0.553571	0.2	1	0.553571	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.05882	2.47059	17.4118	7.29412	86	42	296	124	93	0.3125	0.114286	41	2.5625	4	6	6	18	7	2	0	3.49347	31	79.3	-3.48117	32	96	49.5	60.9804	214.2	-4.37291	27	27	27	126	86	2	2	1.1875	1	4	1.8125	1	2	1.25	1	4	2	1	2	0.828125	0.25	1	0.703125	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.8	3.25	26.2	14.45	116	65	524	289	132	0.263158	0.137255	49	2.57895	10	19	10	21	7	3	0	5.63943	44	128.411	-3.88286	56	133	78	81.9667	385	-3.92428	36	36	36	170	154	2.94737	2	1.31579	1	5	2.73684	1	2	1.42105	1	5	2.94737	1	2	0.715789	0.2	1	0.54386	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	5.52941	3.17647	22.7059	12.9412	94	54	386	220	89	0.375	0.152381	39	2.4375	9	15	9	18	7	2	0	7.36559	29.6667	75.6222	-3.41149	43	96	62.8333	63.098	224.6	-3.53648	28	28	28	128	124	2.6875	2	1.25	1	4	2.375	1	2	1.3125	1	5	2.6875	1	2	0.692708	0.25	1	0.565625	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	5.3	2.85	19	9.65	106	57	380	193	137	0.263158	0.104575	51	2.68421	8	19	19	21	7	4	0	5.87318	45.6667	137.1	-3.90014	61	133	70.6667	78.4333	366.333	-3.76179	34	34	34	170	133	3.21053	3	1.68421	1	5	2.68421	1	3	1.89474	1	6	3.21053	1	3	0.915789	0.333333	1	0.603509	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.04762	2.57143	16.4762	7.80952	106	54	346	164	157	0.2	0.0818713	59	2.95	8	22	12	22	8	3	3	11.7951	52.3333	164.2	-3.84994	58	146.667	74.1667	86.4127	415.8	-4.34829	33	33	33	189	138	2.9	2	1.4	1	5	2.65	1	2	1.4	1	6	2.9	1	1	0.6075	0.25	1	0.5775	0.25	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
6	5	4.16667	21.6667	20.8333	30	25	130	125	0	0	1	5	1	5	7	5	7	2	0	0	0	0	0	-nan	15	11.6667	11.6667	11.6667	6.22222	1.33631	9	9	9	15	15	3	1	1	1	5	3	1	1	1	1	5	3	1	1	0.456667	0.2	1	0.456667	0.2	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0
8	3.75	1.875	9.25	4.625	30	15	74	37	13	0.142857	0.133333	12	1.71429	4	7	4	7	5	0	0	0.65	4.33333	5.42222	-1.86094	19	21	15.1667	16.9583	15.8	-0.503155	9	9	9	28	24	2.71429	2	1.42857	1	4	2.42857	1	2	1.42857	1	5	2.71429	1	1	0.666667	0.333333	1	0.628571	0.333333	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0
11	4.90909	2.72727	17.6364	9.09091	54	30	194	100	28	0.1	0.222222	18	1.8	3	10	10	12	5	0	0	3.25891	9.33333	16.6889	-2.28467	27	40	25.6667	30.9697	51.8667	-1.80509	16	16	16	55	40	2.7	2	1.5	1	5	2.6	1	2	1.5	1	5	2.7	1	1	0.656667	0.333333	1	0.64	0.333333	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
12	4.66667	2.41667	14.8333	6.91667	56	29	178	83	38	0.363636	0.155556	23	2.09091	3	5	5	13	5	1	0	1.5748	12.6667	23.1778	-2.63103	20	47.6667	31	34.2778	67.3111	-3.3722	17	17	17	62	54	1.81818	2	1.18182	1	3	1.63636	1	2	1.27273	1	3	1.81818	1	2	0.893939	0.333333	1	0.727273	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
7	4	2.57143	12	9.42857	28	18	84	66	7	0	0.3	8	1.33333	6	8	6	8	4	0	0	0	2.33333	2.56667	-1.45644	17	16	13	13.9048	10.1333	0.31414	8	8	8	21	19	2.83333	2	1.33333	1	4	2.83333	1	2	1.33333	1	4	2.83333	1	1	0.541667	0.25	1	0.541667	0.25	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0
14	5.28571	3.35714	21.5714	16.7857	74	47	302	235	54	0.230769	0.181818	22	1.69231	9	15	9	15	6	1	0	2.17955	18	37.5778	-2.93634	43	65	41.1667	45.7857	118	-2.02526	22	22	22	87	71	3.30769	2	1.30769	1	6	3.15385	1	2	1.30769	1	7	3.30769	1	1	0.532051	0.2	1	0.52326	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
33	6.42424	3.93939	30.1212	19.5152	212	130	994	644	422	0.15625	0.0924731	76	2.375	18	34	18	34	8	6	0	23.0584	140.667	664.767	-5.45578	126	362.667	155	185.414	1934.98	-5.38021	65	65	65	464	310	3.9375	3	1.90625	1	6	3.65625	1	3	1.9375	1	7	3.9375	1	2	0.623437	0.2	1	0.538467	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
32	5.625	2.90625	21.625	10.1562	180	93	692	325	406	0.419355	0.0666667	88	2.83871	13	22	13	33	9	7	0	12.885	135.333	624.222	-5.4167	91	341	121.5	168.177	1628.73	-6.19462	58	58	58	407	220	2.93548	3	1.54839	1	5	2.29032	1	5	1.93548	1	6	2.93548	1	5	1.14516	0.333333	1	0.622043	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
23	5.91304	3.56522	24.6087	15.5652	136	82	566	358	185	0.272727	0.119048	54	2.45455	14	22	22	24	7	2	0	12.7527	61.6667	210.9	-4.24631	83	176	94	105.855	602.667	-3.7883	41	41	41	245	185	3.77273	2	1.5	1	7	3.36364	1	4	1.68182	1	7	3.77273	1	2	0.620563	0.25	1	0.482035	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	4.92308	2.46154	17.5385	7.84615	64	32	228	102	46	0.25	0.163636	28	2.33333	6	14	6	14	6	1	0	1.65947	15.3333	30.1	-2.79482	26	56	35.6667	39.7949	89.6	-3.16933	19	19	19	75	63	2.16667	2	1.16667	1	4	2.08333	1	2	1.25	1	4	2.16667	1	2	0.770833	0.25	1	0.645833	0.25	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0
30	5.46667	2.7	19.3333	7.96667	164	81	580	239	353	0.310345	0.0661376	104	3.58621	14	31	14	16	10	4	0	12.8189	117.667	512.778	-5.19624	78	299.667	123.5	159.967	1313.71	-6.11576	51	51	51	389	235	2.68966	2	1.41379	1	4	2.2069	1	3	1.72414	1	5	2.68966	1	3	0.936782	0.25	1	0.605172	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
20	4.8	2.35	14.5	6.65	96	47	290	133	142	0.263158	0.0718954	48	2.52632	5	12	12	21	9	2	0	16.0835	47.3333	139.611	-4.00596	73	133	62.8333	78.55	347.667	-3.21788	30	30	30	176	112	3.84211	3	1.68421	1	7	3.21053	1	3	1.73684	1	9	3.84211	1	2	0.658521	0.25	1	0.527381	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
34	5.76471	2.97059	22.9412	10.6765	196	101	780	363	463	0.363636	0.0665323	109	3.30303	1	14	14	35	9	9	0	13.5674	154.333	745.967	-5.65067	104	385	148.667	181.569	1990.33	-6.29859	64	64	64	447	292	3.15152	3	1.78788	1	5	2.36364	1	4	2.18182	1	6	3.15152	1	4	1.12828	0.4	1	0.643434	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	4.85714	2.78571	16.4286	10.7857	68	39	230	151	57	0.0769231	0.136364	24	1.84615	13	15	13	15	6	2	0	4.51413	19	40.4889	-2.98597	50	65	38.1667	44.3571	113	-1.41108	22	22	22	83	63	3.84615	3	1.61538	1	6	3.61538	1	3	1.69231	1	6	3.84615	1	2	0.621795	0.2	1	0.467949	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
24	6.33333	3.79167	30.6667	17.9583	152	91	736	431	200	0.347826	0.134199	52	2.26087	2	13	13	25	7	2	0	10.9212	66.6667	237.7	-4.32408	69	191.667	92.5	114.569	716.111	-4.58391	45	45	45	264	173	3	3	1.47826	1	5	2.21739	1	4	1.91304	1	6	3	1	4	1.13406	0.333333	1	0.571739	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
13	5.07692	3.07692	18.4615	12.4615	66	40	240	162	45	0.0833333	0.181818	21	1.75	8	12	12	14	5	1	0	2.37511	15	29.4778	-2.76276	54	56	36.5	40.3077	91	-0.209657	20	20	20	76	64	4.5	2	1.58333	1	7	4.25	1	2	1.58333	1	8	4.5	1	1	0.433532	0.2	1	0.421032	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	4.85714	2.38095	15.0476	6.95238	102	50	316	146	159	0.15	0.0701754	68	3.4	11	20	11	22	9	2	3	13.259	53	162.589	-3.92125	64	146.667	87.6667	85.2381	407.489	-4.09518	31	31	31	197	181	3.2	3	1.6	1	5	2.95	1	3	1.6	1	6	3.2	1	1	0.594167	0.333333	1	0.565	0.333333	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
13	5.23077	3.23077	19.3846	12.9231	68	42	252	168	44	0.583333	0.2	21	1.75	0	8	0	14	5	0	0	3.15277	14.6667	30	-2.67775	46	56	36.5	41.1795	92.4	-1.04031	20	20	20	78	63	3.83333	2	1.58333	1	4	1.91667	1	5	3.16667	1	8	3.83333	1	5	2.00694	0.666667	1	0.540476	0.2	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0
34	5.11765	2.5	16.5882	7.85294	174	85	564	267	474	0.333333	0.0443548	94	2.84848	11	35	11	35	10	9	0	10.9406	158	757.511	-5.74067	86	385	135.5	172.676	1862	-6.92917	59	59	59	436	258	2.60606	2	1.60606	1	4	2.0303	1	4	1.9697	1	6	2.60606	1	4	1.14646	0.5	1	0.696465	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
37	6.27027	3.45946	29.6757	15.8919	232	128	1098	588	550	0.305556	0.0756303	170	4.72222	7	14	14	38	11	8	0	27.2482	183.333	966.667	-5.89662	153	456	215.333	223.82	2710.67	-5.81975	73	73	73	566	447	4.25	3	1.55556	1	8	3.55556	1	5	2	1	8	4.25	1	4	0.867593	0.2	1	0.470271	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	4.57143	2.07143	13.8571	5.21429	64	29	194	73	59	0.384615	0.106061	41	3.15385	3	5	5	15	7	1	0	1.23571	19.6667	41.5667	-3.05041	25	65	41.3333	43.9048	109.667	-3.81964	19	19	19	87	74	1.92308	2	1.23077	1	4	1.76923	1	2	1.30769	1	4	1.92308	1	2	0.884615	0.333333	1	0.74359	0.333333	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
21	5.14286	2.47619	17.619	7.2381	108	52	370	152	156	0.35	0.0877193	66	3.3	9	15	9	22	7	4	0	5.90279	52	157.844	-4.13894	63	146.667	82.6667	84.7302	419.956	-4.08273	35	35	36	178	163	3.15	3	1.85	1	4	2.3	1	4	2.35	1	5	3.15	1	4	1.2625	0.5	1	0.661667	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
19	6.21053	3.57895	30.3158	16.7368	118	68	576	318	112	0.111111	0.176471	45	2.5	10	16	10	20	5	3	0	8.55962	37.3333	102.889	-3.68055	63	120	71.1667	76.6316	340.667	-3.08823	37	37	39	153	131	3.5	3	1.55556	1	7	3.16667	1	3	1.61111	1	7	3.5	1	2	0.696429	0.2	1	0.562169	0.2	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
17	6	3.41176	28.7059	15.7647	102	58	488	268	85	0.125	0.190476	39	2.4375	6	14	14	18	5	3	0	3.34988	28.3333	70.0556	-3.38514	55	96	60.1667	64.0392	235	-2.67455	32	32	33	124	110	3.4375	2	1.375	1	7	3.3125	1	2	1.375	1	7	3.4375	1	1	0.556399	0.166667	1	0.539732	0.166667	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
14	4.85714	2.5	16.4286	7.78571	68	35	230	109	57	0.384615	0.136364	26	2	2	8	2	15	5	2	0	3.52522	19	39.8222	-3.01086	31	65	36.5	43.881	113	-3.19845	22	22	22	82	61	2.38462	2	1.30769	1	3	1.53846	1	4	1.84615	1	4	2.38462	1	4	1.44872	0.5	1	0.647436	0.25	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
